Query	Dates range	Impressions	Clicks	CTR %	Avg. position	Avg. click position	Impressions for 1st position	Clicks from pos. 1	CTR % for pos. 1	Impressions for pos. 2-3	Clicks from pos. 2-3	CTR % for pos. 2-3	Avg. impression position for pos. 2-3	Avg. click position from pos. 2-3	Impressions for pos. 4-10	Clicks from pos. 4-10	CTR % for pos. 4-10	Avg. impression position for pos. 4-10	Avg. click position from pos. 4-10	Impressions for pos. 11-50	Clicks from pos. 11-50	CTR % for pos. 11-50	Avg. impression position for pos. 11-50	Avg. click position from pos. 11-50
karta uzbekistana 3d	2025-01-01 - 2025-10-15	2	1	50	2	2	0	0		2	1	50	2	2	0	0				0	0			
номера в отеле amirsoy hills фото	2025-01-01 - 2025-10-15	2	2	100	25	25	0	0		0	0				0	0				2	2	100	25	25
ул нукуская в ташкенте на карте	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
ц-1, tashkent, uzbekistan	2025-01-01 - 2025-10-15	2	1	50	7	7	0	0		0	0				2	1	50	7	7	0	0			
карта улицы махтумкули	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
соборной мечети ?шайх зайниддин? шайхантахурского района.	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
saex парк в ташкенте	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
скачать фото ташкент, махалля бодамзар	2025-01-01 - 2025-10-15	2	1	50	9	9	0	0		0	0				2	1	50	9	9	0	0			
roxot krugi	2025-01-01 - 2025-10-15	2	1	50	2	2	0	0		2	1	50	2	2	0	0				0	0			
ташкент картинки города площадь ганга	2025-01-01 - 2025-10-15	2	1	50	9	9	0	0		0	0				2	1	50	9	9	0	0			
карта старого ташми в ташкенте	2025-01-01 - 2025-10-15	2	6	300	1	1	2	6	300	0	0				0	0				0	0			
it park ташкент планировки квартир	2025-01-01 - 2025-10-15	2	1	50	9	9	0	0		0	0				2	1	50	9	9	0	0			
три девятиэтажных дома на улице афросиаб , ташкент	2025-01-01 - 2025-10-15	2	1	50	9	9	0	0		0	0				2	1	50	9	9	0	0			
мечеть ат термизи	2025-01-01 - 2025-10-15	2	1	50	5	5	0	0		0	0				2	1	50	5	5	0	0			
камера онлайн бухара	2025-01-01 - 2025-10-15	2	1	50	23	23	0	0		0	0				0	0				2	1	50	23	23
xiva navigator	2025-01-01 - 2025-10-15	2	2	100	8	8	0	0		0	0				2	2	100	8	8	0	0			
современный вид школы 145 яшнобадского района ташкента	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
karta eski tashmi	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
tashkent shaurum magazen	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
ибис тип отеля ташкент	2025-01-01 - 2025-10-15	2	1	50	5	5	0	0		0	0				2	1	50	5	5	0	0			
ташкент дом форумов с задней стороны	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
скейт парк в янги узбекистан	2025-01-01 - 2025-10-15	2	1	50	3	3	0	0		2	1	50	3	3	0	0				0	0			
twins отель узбекистан хива	2025-01-01 - 2025-10-15	2	2	100	3	3	0	0		2	2	100	3	3	0	0				0	0			
ичан кала харита	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
карта панорама гугл нефритовые озера узбекистан	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
airitom free zone ? international trade hub в термезе	2025-01-01 - 2025-10-15	2	1	50	4	4	0	0		0	0				2	1	50	4	4	0	0			
жк мустакиллик авеню ташкент локация	2025-01-01 - 2025-10-15	2	1	50	11	11	0	0		0	0				0	0				2	1	50	11	11
места в хумо арене ташкент 3 d	2025-01-01 - 2025-10-15	2	1	50	1	1	2	1	50	0	0				0	0				0	0			
mebel house	2025-01-01 - 2025-10-15	2	2	100	9	9	0	0		0	0				2	2	100	9	9	0	0			
виртуальная экскурсия по техническим музеям узбекистана																								
чимган онлайн камера																								
ташморе санаторий																								
luvr muzeyi virtual sayohat																								
имом ота дам олиш маскани																								
yangi toshkent 3d																								
airpano.com uzbekistan andijon																								
3d map uzbekistan																								
хонобод дам олиш маскани																								
ibis hotel tashkent																								
ташморе санаторияси																								
имом ота																								
golden tower																								
virtual sayohat																								
uzbekistan 365.uz																								
кумушкон																								
парк янги узбекистан																								
do'rmon village																								
онлайн камеры самарканд																								
crown zamon																								
андижон дам олиш масканлари																								
нанай водопад																								
3d снимки узбекистан																								
airpano.com uzbekistan qashqadaryo																								
санаторий ташморе																								
дурмон вилладж																								
дворец международных форумов																								
бунёдкор стадион																								
виртуальная экскурсия по техническим музеям																								
имом ота дача																								
earthcam рядом андижан																								
зона отдыха угам фото																								
vr sayohat																								
хумо арена фото																								
онлайн камера нукус																								
ташморе																								
3d карта нукус																								
uzbum.ru																								
бунёдкор tashkent фото																								
virtual muzeylar																								
хумо арена фото внутри																								
имом ота зиёратгохи																								
имом ота андижон																								
txt group shirin																								
3d фото городов узбекистана																								
фуркат																								
бунёдкор стадион карта																								
дворец международных форумов фото																								
3d uzbekistan																								
наманган (аэропорт) фото																								
сангород																								
uzbekistan 3d map																								
3d karta uzbekistan																								
виртуальная экскурсия по музеям узбекистана																								
санаторий ташморе узбекистан																								
зона отдыха угам																								
адиблар хиёбони																								
угам зона отдыха																								
earthcam uzbekistan																								
3d карта города ташкента																								
водопад нанай																								
dacha andijan фото																								
стихи мукими																								
стадион бунёдкор																								
ташморе фото																								
nrg mirzo ulugbek																								
uzbekistan map 3d																								
royal village																								
парк янги узбекистан фото																								
виртуальный музей лувр 3d																								
shirin txt																								
кукча масжид																								
ташкентский политехнический музей																								
старый ташми																								
yunusobod city																								
royal village bukhara																								
библиотека алишера навои																								
uzpano																								
таш море фото																								
yunusobod business city																								
3dtuning.com uzbekistan																								
ibis tashkent																								
трц compass фото																								
дворец николая константиновича фото																								
старое ташми																								
bunyodkor stadioni kartasi																								
стадион бунёдкор места																								
shum bola tashkent фото																								
хумо арена карта мест																								
imom ota dacha																								
мукими стихи																								
янги узбекистон парк																								
zomin bolalar oromgohi																								
live camera uzbekistan																								
airitom free zone																								
virtual muzey																								
чимган камера онлайн																								
музей лувр																								
мечеть кукча																								
дача кибрай																								
nrg yunusobod																								
снимок на ривьере смотреть онлайн																								
схема стадиона бунёдкор																								
helicopter uz																								
coca cola garden																								
grace projects																								
онлайн музей																								
yangi toshkent 3d model																								
eco park																								
цирк ташкент																								
ташкентский политехнический музей фото																								
145 школа																								
luvr muzeyi																								
национальная библиотека узбекистана имени алишера навои фото																								
политехнический музей																								
бунёдкор стадион фото																								
узбум																								
эски ташми																								
афсона торговый центр																								
миллий кийимлар расми																								
imom ota dam olish maskani																								
nrg mirzo ulugbek фото																								
фуркат стихи																								
live camera tashkent																								
nrg chilonzor																								
ташкент камеры онлайн																								
ширмонбуло? дам олиш жойи																								
онлайн камера самарканд																								
санатория ташморе																								
дворец авиастроителей																								
дворец форумов ташкент																								
узбек миллий кийимлари																								
google maps tashkent 3d																								
карта нукус online																								
uzpano.ru																								
ширмонбулок дам олиш маскани																								
дворец форумов ташкент расположение мест																								
виртуальный 3d музей																								
онлайн камера бухара																								
mitc																								
хадра																								
музей природы																								
ташкент с высоты птичьего полета																								
хонобод дам олиш масканлари																								
3д фото городов узбекистана																								
txt group shirin loyihasi																								
3d узбекистан																								
3d экскурсия																								
tashthermal фото																								
парк навруз																								
yer xaritasi 3d																								
бургут фото																								
красногорск узбекистан природа																								
лувр музей																								
хумо арена какие места лучше																								
дворец форумов																								
дам олиш масканлари																								
бунёдкор стадион сектор																								
карта ташкента онлайн																								
шайх зайниддин																								
дворец авиастроителей фото																								
ситуационный центр ташкент																								
earthcam andijon																								
цум парк																								
карта стадиона бунедкор																								
ibis styles hotel tashkent																								
golden tower tashkent																								
heliotica																								
чорсу базар																								
музей восковых фигур в ташкенте																								
ташморе где находится																								
islom karimov muzeyi																								
toshkent xaritasi 3d																								
музей вооруженных сил узбекистана																								
ширмонбуло?																								
стадион бунёдкор схема																								
shum bola фото																								
кумушкон карта																								
экскурсия в политехнический музей																								
государственный музей истории тимуридов																								
airpiano.com uzbekistan																								
наманган аэропорт																								
arda khiva																								
ташкент-южный (вокзал) фото																								
river park tashkent																								
космонавтлар фото																								
угам оромгохи фото																								
ibis hotel																								
миллий (стадион) фото																								
афсона торговый центр фото																								
виртуальный музей																								
дворец международных форумов расположение мест																								
бухара онлайн камеры																								
city mall																								
лувр																								
хонобод																								
хотира майдони																								
обсерватория улугбека																								
депо mall фото																								
бунёдкор tashkent																								
print uz																								
музей восковых фигур ташкент																								
apple optom uz																								
ташморе в ташкенте																								
мечеть кукча фото																								
ташкент фото улиц																								
dena zavodi																								
дам олиш маскани фото																								
ibis styles tashkent																								
tashkent live camera																								
цум ташкент																								
riviera-mall фото																								
ашхабад парк фото																								
янги узбекистон боги фото																								
институт гинекологии фото																								
crafers фото																								
рынок чорсу ташкент																								
ансамбль хазрати имам																								
саида зуннунова																								
ташморе на карте																								
oxus adventure																								
малая кольцевая дорога ташкент																								
нанайский водопад																								
little tots																								
comodo mebel																								
zomin bolalar oromgohi фото																								
хонобод санаторияси																								
online camera uzbekistan																								
гагарин лагерь ташкент																								
shirin txt group																								
виртуальный тур																								
uzbum ru																								
лагерь гагарин в узбекистане																								
eco park tashkent																								
depo mall																								
ташкентский ботанический сад фото																								
ташморе карта																								
чорсу фото																								
чорсу базар карта																								
nrg yangi baxt																								
city 21																								
рынок чорсу																								
nrg jomiy																								
дворец николая константиновича																								
it park tashkent фото																								
assalom do'stlik																								
ситуационный центр																								
музей каримова																								
миллий кийимлар фото																								
assalom havo фото																								
regnum plaza/platinum house tashkent фото																								
улица чехова ташкент																								
сангород ташкент																								
3д карта ташкента																								
андижон хайвонот боги																								
тц афсона																								
ташкент онлайн																								
online camera tashkent																								
узбум фото																								
мирпустин ота																								
3dtuning.com online uzbekistan																								
имом ота андижан																								
coca cola park																								
3d museum																								
3д музей																								
online masjid																								
3d tur																								
earthcam рядом бухара																								
piramit tower																								
государственный музей истории тимуридов фото																								
мечеть минор фото																								
akay city фото																								
парк навруз фото																								
мукими																								
nirvana residence																								
институт гинекологии																								
wyndham garden charvak																								
эски тошми																								
тулепберген каипбергенович каипбергенов																								
qibray dacha																								
zomin oromgohi																								
тапоич мост																								
karta uzbekistan 3d																								
river park фото																								
ўзбек миллий кийимлари																								
узбек миллий кийимлари фото																								
helicopters uz																								
дворец авиастроителей ташкент																								
хумо арена прямой эфир																								
andijon dam olish maskani																								
rolls royce tashkent																								
3d карта ташкента																								
